GO	Term	Aspect	ASPECT	Entry	Original GO	Original Term	Original Aspect
GO:0050789	regulation of biological process	P	Biological Process	A0A225AIW1	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A1J7JYL8	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A135V365	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	F0UKV0	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A0D2EMV9	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	H1VYJ3	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	S8APN7	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	V5FSR6	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	Q4WK36	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A162J1W2	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A0D2IEW8	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A094DIS2	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A1B8E865	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A1L9VR94	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A2B7ZQ89	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A0F7TCR9	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	G2XYD6	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A178EWD8	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	D4AYN2	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A4V1XXS4	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A0U5GBT9	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A443HZ46	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A1Y2WYD1	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A1V6Q532	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A100I273	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A4Z1JH26	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	M7UH44	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A1L9SKL1	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A395GUJ7	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	G2Q338	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	Q2UK39	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A094CR80	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A397H8V5	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A072PU13	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A1B8CL40	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A0L1J748	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A319EEX2	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	G7XNY0	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A1E3BU77	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A2B7Y9N9	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A0D1XD28	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A317WAM6	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A1R3RRS5	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A3N4KHV4	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A2H3I8P5	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	K2RBG0	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A1Y2V2H7	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A229YYE4	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A0D2B5W0	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A0F8X0U0	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A2T3ZPQ9	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A2G4T5F1	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A0A2W8D8	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	S0DTN3	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A3N4M2P1	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A2H3FCI4	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A066X8T1	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A4Z1P510	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A084QRG8	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	C9SLT3	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A2S6BTL5	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A168IW51	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A0M9VU97	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A4V6ACD8	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A369GU71	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A2D3VCC5	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A063BVL8	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	G1X6N5	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A2S7QFH4	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A0B2WK37	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A428NGS5	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A2P7Z2G0	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A1V8SNF2	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A1X7RUI8	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A3M9Y6N4	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	F9G7E0	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A395N8L0	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A370THU6	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A0F9X7C9	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A2T4CIW9	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A2K3QB57	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A1C7NKY8	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	M2V2V3	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A395ML81	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	U7PU37	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A167XCI6	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A068RWS0	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A2H5UC38	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	S3CVD1	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A1V8S8Y9	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A1V8S9E6	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A139HYK1	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	Q6C1E2	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	G0REE1	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A2C6A3D6	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A1Z5TTH9	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A3N4IL93	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A369HD45	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A0F4G6V8	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A1Z5TCZ4	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	R0KM33	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	W7M9G8	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A1E3PU00	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A2V1CS94	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A2V1EEY9	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A395RRW8	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	I1RSG9	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	G9P870	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A0G4N5I6	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A194XPU2	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A2C5XUC5	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A162YCU2	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	M2LME2	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	W7MV07	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	M3D758	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A367JDP0	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	X0D0F5	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A2I0S5C7	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A420XY81	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	M2S7X7	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A0A1TSI1	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	N1RIE1	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A2H3H638	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A397SD07	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A094DLR7	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A2N6P038	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A4U0Y2U2	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A0N0NIV9	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A179HNU5	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	X0E1P7	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	W7MB63	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A2K0TAY3	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A2A9PL75	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A4Q7K1H7	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	B2WD86	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	W9IVJ5	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A1R1XFB6	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A367LMC0	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	Q0UUW8	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	G2WZZ6	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	W3XSS2	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A093YPY8	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A1X2IZW3	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A428UMX8	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A395RPK8	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A1V8U6N2	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A4U0URL8	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A4U0VIR3	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A2T3AIV1	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A423XIN1	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A423W2M3	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A1Y2VPH4	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A162VQR4	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A2S4L131	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	F7VLU2	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	W6YE96	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A3M2SAN8	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A4R8RS81	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A2T9YSH3	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A3M7G4G7	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A074X0A5	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	G3JN10	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	C7YQ64	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A2C5YNA1	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A428R5L4	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A364NCX2	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A2T4ANQ8	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A0P7B7G2	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A2L2SQH0	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	U4LF30	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	W9J085	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	J3NJS9	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A194UQU1	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A1Q8RWE4	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A367J6U3	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	J4USU1	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A436ZPS7	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A074XJU8	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	K1Y262	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A0B7NKQ1	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A3D8SFD1	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	G0SBK8	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A2K1QSK5	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A090C8Y8	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A218YZ71	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	W7MB59	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A0C4E2T8	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A086TCX4	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A4S2MZ95	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A1B8ACX0	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A1R0H2W4	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A1X2GR35	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A151GB60	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A178BAK1	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	G4UAR6	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A0D9NYH4	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A1E1KXS3	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	E9E8G7	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A2T9Y638	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A074YN33	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	W6YYM5	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	R7YJ59	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A139IVB0	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A175VUW4	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A2N3N2F1	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A179G2T6	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	M1WC00	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A168H9G8	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A2K0WL96	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	G9NDD2	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	W2RMZ5	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A1X2HI48	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A074WS43	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A0D1YTW4	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	F0X9E1	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	N1PLF6	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	V5IQF3	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A2H3F630	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A1Y2E357	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A1Y2GAK0	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A1Y2H2Y3	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	K7JKR6	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A232FFD0	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A1S3CMC5	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	W6D8P3	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	V4M7K9	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	D7MH07	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A2C9UU71	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A1Q3CG21	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A067K1C4	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A0D3BBK2	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A0S3S447	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A2G2X323	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A2U1LDD0	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A2U1M8K8	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A2U1PUT3	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A498HEJ6	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A2I4DP36	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A0D2TG81	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A3Q7J2P6	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A078GAZ9	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	W9SC25	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A398A901	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A2C5X0F4	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A2T9Y5T3	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A1Y1W0T2	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	C4R7X0	GO:0006355	regulation of transcription, DNA-templated	P
GO:0050789	regulation of biological process	P	Biological Process	A0A1R3GJ23	GO:0006355	regulation of transcription, DNA-templated	P
